ID,TITLE,ANSWER,Level,lex_score,grammar_score,dictation_score,reasons
1532,#1532 WFD,The company has adopted a firm policy on shoplifting.,1,1,1,0,"lex=1(rare_avg=3.75: shoplifting(2.98), adopted(4.51)) | grammar=perfect(has adopted)"
1533,#1533 WFD,He was invited to the lecture on American literature at our school.,2,0,1,1,"lex=0(rare_avg=4.33: lecture(4.14), invited(4.53)) | grammar=passive(was invited) | dictation=long(12)"
1534,#1534 WFD,A commercial college teaches things that would be useful in business.,2,0,1,2,"lex=0(rare_avg=4.33: teaches(3.95), useful(4.72)) | grammar=modal(would) | dictation=long(11); dense(6)"
1535,#1535 WFD,At university she developed a special interest in ecology.,1,0,0,0,"lex=0(rare_avg=4.35: ecology(3.74), developed(4.95))"
1536,#1536 WFD,Lack of motivation resulted in his failure of the project.,1,0,0,0,"lex=0(rare_avg=4.29: motivation(4.22), resulted(4.37))"
1537,#1537 WFD,They trust the information received from the girl.,1,0,0,0,"lex=0(rare_avg=5.14: trust(5.13), received(5.16))"
1538,#1538 WFD,The chairman of the committee is expected to be back tomorrow.,2,0,1,1,"lex=0(rare_avg=4.88: chairman(4.80), expected(4.96)) | grammar=passive(is expected) | dictation=long(11)"
1539,#1539 WFD,The doctors are discussing how to cure this patient.,1,0,0,0,"lex=0(rare_avg=4.28: discussing(4.23), cure(4.32))"
1540,#1540 WFD,Every week we have a seminar on modern political theory.,1,0,0,0,"lex=0(rare_avg=4.33: seminar(3.77), theory(4.88))"
1541,#1541 WFD,The government will maintain its strictly neutral policy.,1,0,0,0,"lex=0(rare_avg=4.20: strictly(4.16), neutral(4.24))"
1542,#1542 WFD,A scientist must produce evidence in support of a theory.,1,0,1,0,"lex=0(rare_avg=4.50: scientist(4.21), produce(4.78)) | grammar=modal(must)"
1543,#1543 WFD,She collected a vast body of information on the subject.,1,0,0,0,"lex=0(rare_avg=4.56: vast(4.49), collected(4.63))"
1544,#1544 WFD,Mathematical physics is difficult for the new students.,1,0,0,0,"lex=0(rare_avg=4.21: mathematical(4.04), physics(4.39))"
1545,#1545 WFD,Her statement was a clear expression of her views on this program.,1,0,0,1,"lex=0(rare_avg=4.69: expression(4.55), views(4.83)) | dictation=long(12)"
1546,#1546 WFD,Sociological studies emphasize the importance of the family.,1,1,0,0,"lex=1(rare_avg=3.47: sociological(3.26), emphasize(3.69))"
1547,#1547 WFD,The findings are similar to those reported in previous research.,1,0,0,0,"lex=0(rare_avg=4.69: findings(4.38), reported(5.00))"
1548,#1548 WFD,The online handbook gives details of all courses.,1,0,0,0,"lex=0(rare_avg=4.16: handbook(3.86), courses(4.46))"
1549,#1549 WFD,The university provides free accommodation for its students.,1,0,0,0,"lex=0(rare_avg=4.43: accommodation(4.06), provides(4.80))"
1550,#1550 WFD,The company was sued for breach of copyright.,1,0,0,0,"lex=0(rare_avg=4.01: sued(3.90), breach(4.13))"
1551,#1551 WFD,Many small businesses have gone bankrupt in recent years.,1,0,0,1,"lex=0(rare_avg=4.20: bankrupt(3.73), businesses(4.66)) | dictation=dense(7)"
1552,#1552 WFD,He made an announcement of further cuts in government expenditure.,1,0,0,0,"lex=0(rare_avg=4.03: expenditure(3.74), announcement(4.31))"
1553,#1553 WFD,Fish can take in oxygen when they are underwater.,1,0,0,0,"lex=0(rare_avg=4.08: underwater(3.92), oxygen(4.25))"
1554,#1554 WFD,Every student in this class is capable of passing the exam.,1,0,0,1,"lex=0(rare_avg=4.44: exam(4.26), capable(4.61)) | dictation=long(11)"
1555,#1555 WFD,The communities are demanding equal rights and justice.,1,0,0,0,"lex=0(rare_avg=4.39: demanding(4.13), equal(4.65))"
1556,#1556 WFD,The education system must satisfy the needs of all children.,1,0,1,0,"lex=0(rare_avg=4.63: satisfy(3.98), education(5.28)) | grammar=modal(must)"
1557,#1557 WFD,We have been unsuccessful in finding a new manager.,1,0,1,0,"lex=0(rare_avg=4.29: unsuccessful(3.73), finding(4.85)) | grammar=perfect(have been)"
1558,#1558 WFD,He's the president of a large international organization.,1,0,0,1,"lex=0(rare_avg=5.14: organization(4.92), international(5.36)) | dictation=contraction"
1559,#1559 WFD,The secretary of state is presently considering the proposal.,1,0,0,0,"lex=0(rare_avg=4.09: presently(3.72), proposal(4.47))"
1560,#1560 WFD,The student was puzzled about what to do next.,1,0,1,0,"lex=0(rare_avg=4.15: puzzled(3.28), student(5.02)) | grammar=passive(was puzzled)"
1561,#1561 WFD,The school rewarded him with a prize for excellence in his studies.,1,0,0,1,"lex=0(rare_avg=3.94: rewarded(3.81), excellence(4.07)) | dictation=long(12)"
1562,#1562 WFD,The government has to do more to promote agriculture.,1,0,0,0,"lex=0(rare_avg=4.46: agriculture(4.37), promote(4.56))"
1563,#1563 WFD,University volunteers work together to help students who suffer from hunger.,2,0,1,2,"lex=0(rare_avg=4.20: hunger(4.10), volunteers(4.29)) | grammar=relative(who) | dictation=long(11); dense(8)"
1564,#1564 WFD,He became a poet after dropping out of high school.,1,0,0,0,"lex=0(rare_avg=4.27: poet(4.21), dropping(4.33))"
1565,#1565 WFD,The art course has been canceled due to the new policy.,3,0,2,2,"lex=0(rare_avg=4.54: canceled(3.90), policy(5.17)) | grammar=passive(been canceled); perfect(has been canceled) | dictation=long(11); dense(6)"
1566,#1566 WFD,The history exam tomorrow afternoon concerns him a lot.,1,0,0,1,"lex=0(rare_avg=4.42: exam(4.26), concerns(4.59)) | dictation=dense(6)"
1567,#1567 WFD,Watching television can be very educational for children.,1,0,0,0,"lex=0(rare_avg=4.70: educational(4.60), television(4.79))"
1568,#1568 WFD,The university has decided to introduce new subjects.,1,0,1,0,"lex=0(rare_avg=4.38: introduce(4.37), subjects(4.38)) | grammar=perfect(has decided)"
1569,#1569 WFD,The professor took the students to the chemistry lab.,1,0,0,0,"lex=0(rare_avg=4.38: chemistry(4.35), lab(4.42))"
1570,#1570 WFD,The factory will compensate its workers if they are hurt at work.,1,0,0,1,"lex=0(rare_avg=4.17: compensate(3.78), factory(4.55)) | dictation=long(12)"
1571,#1571 WFD,At last she passed the exam with a friend's help.,1,0,0,1,"lex=0(rare_avg=4.11: friend's(3.95), exam(4.26)) | dictation=contraction"
1572,#1572 WFD,Water will freeze when the temperature is below zero.,1,0,0,0,"lex=0(rare_avg=4.37: freeze(4.11), zero(4.63))"
1573,#1573 WFD,Both runners had pushed themselves to finish the race.,1,0,1,0,"lex=0(rare_avg=4.20: runners(3.97), pushed(4.43)) | grammar=perfect(had pushed)"
1574,#1574 WFD,The party was to celebrate the couple's engagement.,1,1,0,1,"lex=1(rare_avg=3.77: couple's(3.23), engagement(4.31)) | dictation=contraction"
1575,#1575 WFD,The organization has been staffed by unpaid volunteers.,3,1,2,0,"lex=1(rare_avg=3.54: staffed(3.35), unpaid(3.73)) | grammar=passive(been staffed); perfect(has been staffed)"
1576,#1576 WFD,The complicated problem is beyond my comprehension.,1,0,0,0,"lex=0(rare_avg=4.02: comprehension(3.57), complicated(4.47))"
1577,#1577 WFD,Students cannot leave the campus during the break time.,1,0,0,1,"lex=0(rare_avg=4.81: campus(4.51), cannot(5.11)) | dictation=dense(6)"
1578,#1578 WFD,The girl skipped lunch in order to go shopping.,1,0,1,1,"lex=0(rare_avg=4.16: skipped(3.66), lunch(4.66)) | grammar=phrase(in order to) | dictation=dense(6)"
1579,#1579 WFD,He finally chose mathematics instead of physics.,1,0,0,0,"lex=0(rare_avg=4.27: mathematics(4.15), physics(4.39))"
1580,#1580 WFD,Mankind is warned to stop spoiling the environment.,1,1,1,0,"lex=1(rare_avg=3.56: spoiling(3.25), mankind(3.88)) | grammar=passive(is warned)"
1581,#1581 WFD,The company's profits have soared dramatically in recent months.,2,1,1,2,"lex=1(rare_avg=3.50: soared(3.06), dramatically(3.95)) | grammar=perfect(have soared) | dictation=contraction; dense(6)"
1582,#1582 WFD,The students expected their headmaster to participate in the ceremony.,1,1,0,0,"lex=1(rare_avg=3.83: headmaster(3.25), participate(4.42))"
1583,#1583 WFD,Fee is the key factor for university students to choose courses.,2,0,0,2,"lex=0(rare_avg=4.48: courses(4.46), fee(4.51)) | dictation=long(11); dense(7)"
1584,#1584 WFD,You should return books to the library before ending your term.,2,0,1,1,"lex=0(rare_avg=4.77: ending(4.68), library(4.86)) | grammar=modal(should) | dictation=long(11)"
1585,#1585 WFD,It is important to develop good study skills.,1,0,1,0,"lex=0(rare_avg=4.76: develop(4.75), skills(4.77)) | grammar=passive(is important)"
1586,#1586 WFD,The research showed that many doctors were improperly trained.,1,0,1,1,"lex=0(rare_avg=3.95: improperly(3.35), doctors(4.55)) | grammar=passive(were improperly trained) | dictation=dense(6)"
1587,#1587 WFD,His paper focuses on the way that birds communicate with others.,2,0,0,2,"lex=0(rare_avg=4.14: focuses(4.08), communicate(4.20)) | dictation=long(11); dense(6)"
1588,#1588 WFD,The program is an attempt to get a better idea of poverty.,2,0,0,2,"lex=0(rare_avg=4.65: poverty(4.46), attempt(4.85)) | dictation=long(12); dense(6)"
1589,#1589 WFD,He is determined to go abroad to pursue his further study.,2,0,1,1,"lex=0(rare_avg=4.32: pursue(4.26), abroad(4.39)) | grammar=passive(is determined) | dictation=long(11)"
1590,#1590 WFD,The professor set out to analyze the habits of the natives.,2,1,0,1,"lex=1(rare_avg=3.78: natives(3.72), analyze(3.84)) | dictation=long(11)"
1591,#1591 WFD,We aim to help disabled students to live and study independently.,2,0,0,2,"lex=0(rare_avg=4.17: independently(4.06), disabled(4.29)) | dictation=long(11); dense(7)"
1592,#1592 WFD,The report showed improved survival of patients using the drug.,1,0,0,1,"lex=0(rare_avg=4.49: survival(4.37), improved(4.61)) | dictation=dense(7)"
1593,#1593 WFD,Next term we will research how plants grow.,1,0,0,0,"lex=0(rare_avg=4.80: plants(4.71), grow(4.90))"
1594,#1594 WFD,The telegram was delivered early this morning.,1,0,1,0,"lex=0(rare_avg=4.08: telegram(3.55), delivered(4.62)) | grammar=passive(was delivered)"
1595,#1595 WFD,The firm has close ties with an American corporation.,1,0,0,0,"lex=0(rare_avg=4.47: ties(4.35), corporation(4.59))"
1596,#1596 WFD,He wants to study medicine but needs more qualifications.,1,0,0,0,"lex=0(rare_avg=4.30: qualifications(3.88), medicine(4.73))"
1597,#1597 WFD,The application of this new technology was supported by the board.,2,0,1,1,"lex=0(rare_avg=4.77: supported(4.68), application(4.86)) | grammar=passive(was supported) | dictation=long(11)"
1598,#1598 WFD,They walked along the road in the moonlight.,1,0,0,0,"lex=0(rare_avg=4.14: moonlight(3.61), walked(4.67))"
1599,#1599 WFD,There's a new scheme in our town for recycling plastic bottles.,2,0,0,3,"lex=0(rare_avg=3.98: recycling(3.76), bottles(4.19)) | dictation=contraction; long(11); dense(7)"
1600,#1600 WFD,The seeds need to be completely immersed in water.,1,1,1,0,"lex=1(rare_avg=3.85: immersed(3.41), seeds(4.28)) | grammar=passive(be completely immersed)"
1601,#1601 WFD,The tuition fees are charged each year and are payable at enrollment.,2,1,1,2,"lex=1(rare_avg=3.71: payable(3.50), enrollment(3.92)) | grammar=passive(are charged) | dictation=long(12); dense(6)"
1602,#1602 WFD,Heavy drinking can cause permanent damage to the brain.,1,0,0,1,"lex=0(rare_avg=4.64: permanent(4.57), drinking(4.71)) | dictation=dense(6)"
1603,#1603 WFD,Musicians see music as a way to entertain people.,1,0,0,1,"lex=0(rare_avg=3.96: entertain(3.83), musicians(4.09)) | dictation=dense(6)"
1604,#1604 WFD,The once great industry is now in terminal decline.,1,0,0,0,"lex=0(rare_avg=4.36: terminal(4.31), decline(4.40))"
1605,#1605 WFD,She asked them to donate a collection of drawings.,1,0,0,0,"lex=0(rare_avg=4.04: donate(4.04), drawings(4.04))"
1606,#1606 WFD,Physiology is the study of how living things work.,1,0,0,0,"lex=0(rare_avg=4.43: physiology(3.61), study(5.26))"
1607,#1607 WFD,The student support will be upgraded shortly.,1,0,1,0,"lex=0(rare_avg=4.20: upgraded(3.93), shortly(4.47)) | grammar=passive(be upgraded)"
1608,#1608 WFD,We're still waiting for our exam results to come through.,1,0,0,1,"lex=0(rare_avg=4.66: exam(4.26), waiting(5.06)) | dictation=contraction"
1609,#1609 WFD,The children have not yet learned to spell correctly.,1,0,1,0,"lex=0(rare_avg=4.29: correctly(4.21), spell(4.37)) | grammar=perfect(have not yet learned)"
1610,#1610 WFD,The enquiry investigated whether officers had behaved properly.,2,1,1,1,"lex=1(rare_avg=3.86: behaved(3.59), investigated(4.14)) | grammar=perfect(had behaved) | dictation=dense(6)"
1611,#1611 WFD,Writing a history book entails a lot of work.,1,0,0,1,"lex=0(rare_avg=4.22: entails(3.37), writing(5.07)) | dictation=dense(6)"
1612,#1612 WFD,The new trade agreement should facilitate economic growth.,1,0,1,1,"lex=0(rare_avg=4.44: facilitate(3.99), agreement(4.88)) | grammar=modal(should) | dictation=dense(6)"
1613,#1613 WFD,These push buttons can activate the elevator.,1,1,0,0,"lex=1(rare_avg=3.85: activate(3.76), elevator(3.95))"
1614,#1614 WFD,We should help them to understand things when educating children.,1,0,1,0,"lex=0(rare_avg=4.47: educating(3.58), understand(5.37)) | grammar=modal(should)"
1615,#1615 WFD,The cost of training this group of workers will be enormous.,1,0,0,1,"lex=0(rare_avg=4.60: enormous(4.25), workers(4.95)) | dictation=long(11)"
1616,#1616 WFD,The teacher's comment includes recommendations for future study.,2,1,0,2,"lex=1(rare_avg=3.85: teacher's(3.42), recommendations(4.29)) | dictation=contraction; dense(6)"
1617,#1617 WFD,He had failed to prepare adequately for the task.,1,0,1,0,"lex=0(rare_avg=4.09: adequately(3.64), prepare(4.55)) | grammar=perfect(had failed)"
1618,#1618 WFD,The later chapters discuss the effects on the environment.,1,0,0,0,"lex=0(rare_avg=4.38: chapters(4.10), discuss(4.66))"
1619,#1619 WFD,He refused to admit his departure from the government.,1,0,0,0,"lex=0(rare_avg=4.38: departure(4.22), refused(4.54))"
1620,#1620 WFD,The mountain is the boundary between the two countries.,1,0,1,0,"lex=0(rare_avg=4.43: boundary(4.13), mountain(4.73)) | grammar=passive(is the boundary between)"
1621,#1621 WFD,Education is the best way for people to invest in the future.,2,0,0,2,"lex=0(rare_avg=4.80: invest(4.32), education(5.28)) | dictation=long(12); dense(6)"
1622,#1622 WFD,Reading and writing are two completely different skills.,1,0,1,1,"lex=0(rare_avg=4.88: skills(4.77), completely(5.00)) | grammar=passive(are two completely different) | dictation=dense(6)"
1623,#1623 WFD,Modern inventions have greatly facilitated housework.,1,1,1,0,"lex=1(rare_avg=3.28: housework(3.08), facilitated(3.48)) | grammar=perfect(have greatly facilitated)"
1624,#1624 WFD,"Hot beverages include tea, coffee and hot chocolate.",1,0,0,2,"lex=0(rare_avg=4.04: beverages(3.60), chocolate(4.49)) | dictation=list_enum; dense(7)"
1625,#1625 WFD,The weather report advised us to prepare for a big freeze.,2,0,0,2,"lex=0(rare_avg=4.14: freeze(4.11), advised(4.18)) | dictation=long(11); dense(6)"
1626,#1626 WFD,Pupils are encouraged to discuss the book with their classmates.,1,0,1,0,"lex=0(rare_avg=3.91: classmates(3.64), pupils(4.18)) | grammar=passive(are encouraged)"
1627,#1627 WFD,Our factory has a strict rule against smoking.,1,0,0,0,"lex=0(rare_avg=4.38: strict(4.23), smoking(4.52))"
1628,#1628 WFD,The government has accused the media of bias.,1,0,1,0,"lex=0(rare_avg=4.32: bias(4.18), accused(4.46)) | grammar=perfect(has accused)"
1629,#1629 WFD,More people are concerned about social inequality recently.,1,0,1,0,"lex=0(rare_avg=4.33: inequality(3.92), concerned(4.75)) | grammar=passive(are concerned)"
1630,#1630 WFD,She tried to lighten up her speech with a few jokes.,2,1,0,1,"lex=1(rare_avg=3.84: lighten(3.35), jokes(4.33)) | dictation=long(11)"
1631,#1631 WFD,They try to widen the discussion to include environmental issues.,1,0,0,1,"lex=0(rare_avg=3.98: widen(3.25), environmental(4.70)) | dictation=dense(6)"
1632,#1632 WFD,A lack of formal education will limit your job opportunities.,1,0,0,1,"lex=0(rare_avg=4.53: formal(4.45), opportunities(4.61)) | dictation=dense(6)"
1633,#1633 WFD,She gave up her job and started writing poetry.,1,0,0,0,"lex=0(rare_avg=4.74: poetry(4.40), writing(5.07))"
1634,#1634 WFD,The king ordered his people to prepare for the war.,1,0,0,0,"lex=0(rare_avg=4.64: prepare(4.55), ordered(4.74))"
1635,#1635 WFD,There's a meeting to discuss the siting of the new school.,2,1,0,3,"lex=1(rare_avg=3.67: siting(2.68), discuss(4.66)) | dictation=contraction; long(11); dense(6)"
1636,#1636 WFD,Vitamin has been popularly believed to prevent colds.,3,1,2,0,"lex=1(rare_avg=3.08: colds(2.97), popularly(3.18)) | grammar=passive(been popularly believed); perfect(has been popularly believed)"
1637,#1637 WFD,Officers from the education department visit the schools regularly.,1,0,0,1,"lex=0(rare_avg=4.70: regularly(4.52), officers(4.87)) | dictation=dense(6)"
1638,#1638 WFD,We meet once a month to discuss community problems.,1,0,0,0,"lex=0(rare_avg=4.93: discuss(4.66), problems(5.19))"
1639,#1639 WFD,Their most valuable belongings were locked in a safe.,1,0,1,0,"lex=0(rare_avg=4.00: belongings(3.56), locked(4.43)) | grammar=passive(were locked)"
1640,#1640 WFD,Many companies did not manage to survive the recession.,1,0,0,0,"lex=0(rare_avg=4.18: recession(3.85), survive(4.52))"
1641,#1641 WFD,The child has become skillful in reading Italian books.,1,0,0,0,"lex=0(rare_avg=4.13: skillful(3.13), reading(5.14))"
1642,#1642 WFD,We must ensure that education is not used as a political tool.,2,0,1,1,"lex=0(rare_avg=4.63: tool(4.56), ensure(4.70)) | grammar=modal(must) | dictation=long(12)"
1643,#1643 WFD,Her illness compelled her to give up her job.,1,0,0,0,"lex=0(rare_avg=4.07: compelled(3.72), illness(4.41))"
1644,#1644 WFD,We still have to discuss some details about this campaign.,1,0,0,0,"lex=0(rare_avg=4.79: discuss(4.66), details(4.91))"
1645,#1645 WFD,The course is designed to prepare graduates for business careers.,1,0,1,1,"lex=0(rare_avg=4.05: graduates(4.02), careers(4.08)) | grammar=passive(is designed) | dictation=dense(6)"
1646,#1646 WFD,This magazine is running a special feature on science.,1,0,0,0,"lex=0(rare_avg=4.78: magazine(4.74), feature(4.82))"
1647,#1647 WFD,The handbook gives helpful guidance on writing articles.,1,0,0,1,"lex=0(rare_avg=4.09: handbook(3.86), guidance(4.33)) | dictation=dense(6)"
1648,#1648 WFD,The team discussed their tactics during the break.,1,0,0,0,"lex=0(rare_avg=4.31: tactics(4.17), discussed(4.45))"
1649,#1649 WFD,He was exempted from military service for illness.,1,1,1,0,"lex=1(rare_avg=3.75: exempted(3.09), illness(4.41)) | grammar=passive(was exempted)"
1650,#1650 WFD,Students are asked to prepare materials in advance of the seminar.,2,0,1,2,"lex=0(rare_avg=4.16: seminar(3.77), prepare(4.55)) | grammar=passive(are asked) | dictation=long(11); dense(6)"
1651,#1651 WFD,Her assets include shares in the company and a house in France.,1,0,0,1,"lex=0(rare_avg=4.58: assets(4.56), shares(4.60)) | dictation=long(12)"
1652,#1652 WFD,People need basic education if they want to become employable.,1,1,0,1,"lex=1(rare_avg=3.65: employable(2.42), basic(4.89)) | dictation=dense(7)"
1653,#1653 WFD,He's writing a history of the town for a local publisher.,2,0,0,3,"lex=0(rare_avg=4.60: publisher(4.13), writing(5.07)) | dictation=contraction; long(11); dense(6)"
1654,#1654 WFD,Your accountant will tell you how to complete these forms.,1,0,0,0,"lex=0(rare_avg=4.25: accountant(3.76), forms(4.73))"
1655,#1655 WFD,They will hold a conference to discuss the proposal.,1,0,0,0,"lex=0(rare_avg=4.56: proposal(4.47), discuss(4.66))"
1656,#1656 WFD,We were asked to estimate the costs for the scheme.,1,0,1,0,"lex=0(rare_avg=4.43: estimate(4.29), scheme(4.57)) | grammar=passive(were asked)"
1657,#1657 WFD,The committee is meeting to find a solution to this problem.,1,0,0,1,"lex=0(rare_avg=4.92: solution(4.84), committee(5.01)) | dictation=long(11)"
1658,#1658 WFD,Universities should help students to prepare for their future careers.,1,0,1,1,"lex=0(rare_avg=4.22: careers(4.08), universities(4.36)) | grammar=modal(should) | dictation=dense(6)"
1659,#1659 WFD,This sheet includes all payments made in cash within this week.,2,0,0,2,"lex=0(rare_avg=4.44: sheet(4.40), payments(4.48)) | dictation=long(11); dense(7)"
1660,#1660 WFD,Governments have promised to free up more resources for education.,1,0,1,0,"lex=0(rare_avg=4.47: governments(4.45), promised(4.49)) | grammar=perfect(have promised)"
1661,#1661 WFD,He supplements his ordinary income by writing books.,1,0,0,0,"lex=0(rare_avg=4.09: supplements(3.77), ordinary(4.42))"
1662,#1662 WFD,He is always nervous about the final exam.,1,0,0,0,"lex=0(rare_avg=4.34: exam(4.26), nervous(4.42))"
1663,#1663 WFD,Background music can help students concentrate on their studies.,1,0,0,1,"lex=0(rare_avg=4.42: concentrate(4.07), background(4.77)) | dictation=dense(6)"
1664,#1664 WFD,Most penguins live in the southern Atlantic sea.,1,0,0,0,"lex=0(rare_avg=4.25: penguins(3.67), southern(4.84))"
1665,#1665 WFD,Experience would be an advantage for this managerial role.,1,0,1,0,"lex=0(rare_avg=4.17: managerial(3.56), advantage(4.78)) | grammar=modal(would)"
1666,#1666 WFD,The subject is complex and difficult to explain.,1,0,0,0,"lex=0(rare_avg=4.88: complex(4.86), explain(4.89))"
1667,#1667 WFD,Different factors affect the freezing time of water.,1,0,0,1,"lex=0(rare_avg=4.32: freezing(4.05), affect(4.59)) | dictation=dense(6)"
1668,#1668 WFD,He is almost never in his office.,1,0,0,0,"lex=0(rare_avg=5.39: almost(5.39), office(5.40))"
1669,#1669 WFD,Today's lecture is canceled because the lecturer is ill.,2,1,1,2,"lex=1(rare_avg=3.81: lecturer(3.72), canceled(3.90)) | grammar=passive(is canceled) | dictation=contraction; dense(6)"
1670,#1670 WFD,The lecture is intended to promote serious thoughts and discussions.,1,0,1,1,"lex=0(rare_avg=4.21: lecture(4.14), discussions(4.28)) | grammar=passive(is intended) | dictation=dense(6)"
1671,#1671 WFD,The report proposed bilingual education in schools.,1,0,0,0,"lex=0(rare_avg=4.12: bilingual(3.52), proposed(4.71))"
1672,#1672 WFD,The topic must be opened up for general discussion.,3,0,2,0,"lex=0(rare_avg=4.60: topic(4.49), discussion(4.71)) | grammar=modal(must); passive(be opened)"
1673,#1673 WFD,Candidates must have a good knowledge of chemistry.,1,0,1,0,"lex=0(rare_avg=4.46: chemistry(4.35), candidates(4.56)) | grammar=modal(must)"
1674,#1674 WFD,The study of science has enriched all our lives.,1,0,1,0,"lex=0(rare_avg=4.31: enriched(3.50), science(5.12)) | grammar=perfect(has enriched)"
1675,#1675 WFD,Smoking is strictly prohibited in the university.,1,0,1,0,"lex=0(rare_avg=4.08: prohibited(3.99), strictly(4.16)) | grammar=passive(is strictly prohibited)"
1676,#1676 WFD,He was a professor of business law who retired last year.,2,0,1,2,"lex=0(rare_avg=4.67: retired(4.44), professor(4.90)) | grammar=relative(who) | dictation=long(11); dense(6)"
1677,#1677 WFD,He gave a negative answer without any explanation.,1,0,0,0,"lex=0(rare_avg=4.62: explanation(4.44), negative(4.79))"
1678,#1678 WFD,The librarian replaced the books correctly on the shelves.,1,1,0,0,"lex=1(rare_avg=3.67: librarian(3.59), shelves(3.76))"
1679,#1679 WFD,Many people lost their jobs in the great depression.,1,0,0,1,"lex=0(rare_avg=4.77: depression(4.56), jobs(4.98)) | dictation=dense(6)"
1680,#1680 WFD,Earthquakes are extremely difficult for experts to predict.,1,1,0,0,"lex=1(rare_avg=3.85: earthquakes(3.62), predict(4.08))"
1681,#1681 WFD,The exact number of people carrying the virus is unknown.,1,0,1,1,"lex=0(rare_avg=4.46: virus(4.42), exact(4.51)) | grammar=passive(is unknown) | dictation=dense(6)"
1682,#1682 WFD,The students have spent two days in a computer lab.,1,0,1,1,"lex=0(rare_avg=4.70: lab(4.42), computer(4.97)) | grammar=perfect(have spent) | dictation=dense(6)"
1683,#1683 WFD,Some of the children have specific learning difficulties.,1,0,0,0,"lex=0(rare_avg=4.56: difficulties(4.21), learning(4.92))"
1684,#1684 WFD,He made an announcement in a speech on television.,1,0,0,0,"lex=0(rare_avg=4.55: announcement(4.31), television(4.79))"
1685,#1685 WFD,He translated the speech from Spanish into Indian.,1,0,0,0,"lex=0(rare_avg=4.50: translated(4.15), speech(4.85))"
1686,#1686 WFD,Her work is showing some signs of slight improvement.,1,0,0,0,"lex=0(rare_avg=4.36: slight(4.22), improvement(4.49))"
1687,#1687 WFD,Many of these exchanges followed a predictable pattern.,1,1,0,0,"lex=1(rare_avg=3.85: predictable(3.76), exchanges(3.95))"
1688,#1688 WFD,She has managed to obtain a temporary residence permit.,1,0,1,0,"lex=0(rare_avg=4.29: permit(4.22), residence(4.36)) | grammar=perfect(has managed)"
1689,#1689 WFD,The tour included a visit to the science museum.,1,0,0,0,"lex=0(rare_avg=4.85: museum(4.71), tour(4.99))"
1690,#1690 WFD,There will be a prize for the most innovative design.,1,0,0,0,"lex=0(rare_avg=4.34: innovative(4.10), prize(4.59))"
1691,#1691 WFD,The economy of this area depends on the mining industry.,1,0,0,0,"lex=0(rare_avg=4.54: depends(4.53), mining(4.56))"
1692,#1692 WFD,The library was completely rebuilt in the last century.,1,0,0,0,"lex=0(rare_avg=4.24: rebuilt(3.62), library(4.86))"
1693,#1693 WFD,The professor has devised a new method of teaching science.,1,0,1,1,"lex=0(rare_avg=4.15: devised(3.59), teaching(4.72)) | grammar=perfect(has devised) | dictation=dense(6)"
1694,#1694 WFD,There are too many spelling mistakes in this essay.,1,0,0,0,"lex=0(rare_avg=4.12: spelling(4.00), essay(4.23))"
1695,#1695 WFD,She finally settled down in her new house.,1,0,0,0,"lex=0(rare_avg=4.80: settled(4.44), finally(5.17))"
1696,#1696 WFD,The university is a major center for scientific research.,1,0,0,0,"lex=0(rare_avg=4.93: scientific(4.67), center(5.19))"
1697,#1697 WFD,People made a protest about the rise in prices.,1,0,0,0,"lex=0(rare_avg=4.63: protest(4.45), rise(4.81))"
1698,#1698 WFD,The development of this industry will take several years.,1,0,0,0,"lex=0(rare_avg=5.25: industry(5.19), development(5.31))"
1699,#1699 WFD,Those students have saved some money during the gap year.,1,0,1,0,"lex=0(rare_avg=4.57: gap(4.47), saved(4.67)) | grammar=perfect(have saved)"
1700,#1700 WFD,Vaccination doesn't make you completely immune.,1,1,0,1,"lex=1(rare_avg=3.86: vaccination(3.59), immune(4.14)) | dictation=contraction"
1701,#1701 WFD,We need to raise public awareness of the issue.,1,0,0,0,"lex=0(rare_avg=4.60: awareness(4.44), raise(4.75))"
1702,#1702 WFD,Fewer students are choosing science courses nowadays.,1,0,0,1,"lex=0(rare_avg=4.19: nowadays(4.11), choosing(4.26)) | dictation=dense(6)"
1703,#1703 WFD,The professor improvised a poem in the class.,1,1,0,0,"lex=1(rare_avg=3.81: improvised(3.37), poem(4.25))"
1704,#1704 WFD,The final exam will be scheduled in November.,1,0,1,0,"lex=0(rare_avg=4.36: exam(4.26), scheduled(4.45)) | grammar=passive(be scheduled)"
1705,#1705 WFD,Her new book will appear in the shops next month.,1,0,0,1,"lex=0(rare_avg=4.59: shops(4.34), appear(4.85)) | dictation=dense(6)"
1706,#1706 WFD,Air can circulate freely through the tunnels.,1,1,0,0,"lex=1(rare_avg=3.50: circulate(3.17), tunnels(3.82))"
1707,#1707 WFD,Major restoration work on this site will begin in May.,1,0,1,0,"lex=0(rare_avg=4.47: restoration(4.11), begin(4.84)) | grammar=modal(may)"
1708,#1708 WFD,The village obtains all its energy from renewable sources.,1,1,0,0,"lex=1(rare_avg=3.48: obtains(3.04), renewable(3.91))"
1709,#1709 WFD,Education has become a burning issue in this election.,1,0,0,0,"lex=0(rare_avg=4.79: burning(4.50), election(5.08))"
